From	To	Species	Gene Name
9628	Q59FJ8_HUMAN	Homo sapiens	regulator of G-protein signaling 6
9628	Q7Z4K4_HUMAN	Homo sapiens	regulator of G-protein signaling 6
9628	Q2M3K2_HUMAN	Homo sapiens	regulator of G-protein signaling 6
9628	Q7Z4K3_HUMAN	Homo sapiens	regulator of G-protein signaling 6
9628	Q7Z4K5_HUMAN	Homo sapiens	regulator of G-protein signaling 6
9627	Q504U9_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	SNCAP_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L983_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L984_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L982_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q05BS1_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L980_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L981_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L985_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q6L986_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q1PSC2_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q9NVG1_HUMAN	Homo sapiens	synuclein, alpha interacting protein
9627	Q49AC6_HUMAN	Homo sapiens	synuclein, alpha interacting protein
2267	FGL1_HUMAN	Homo sapiens	fibrinogen-like 1
2267	Q8NG32_HUMAN	Homo sapiens	fibrinogen-like 1
3313	Q8N1C8_HUMAN	Homo sapiens	heat shock 70kDa protein 9 (mortalin)
3313	Q2F839_HUMAN	Homo sapiens	heat shock 70kDa protein 9 (mortalin)
3313	GRP75_HUMAN	Homo sapiens	heat shock 70kDa protein 9 (mortalin)
3311	Q53FC7_HUMAN	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
3311	HSP76_HUMAN	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
3311	HSP77_HUMAN	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
2268	Q7KZ45_HUMAN	Homo sapiens	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
2268	FGR_HUMAN	Homo sapiens	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
2268	P78453_HUMAN	Homo sapiens	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
2268	P78483_HUMAN	Homo sapiens	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
2268	Q5TGY6_HUMAN	Homo sapiens	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
3312	Q96BE0_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	Q53GZ6_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	HSP7C_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	Q96IS6_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	Q9NWW3_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	Q9NZ87_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	Q96H53_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	Q53HF2_HUMAN	Homo sapiens	heat shock 70kDa protein 8
3312	B3KTV0_HUMAN	Homo sapiens	heat shock 70kDa protein 8
11030	RBPMS_HUMAN	Homo sapiens	RNA binding protein with multiple splicing
11030	Q569H2_HUMAN	Homo sapiens	RNA binding protein with multiple splicing
11031	RAB31_HUMAN	Homo sapiens	RAB31, member RAS oncogene family
11031	Q53EY4_HUMAN	Homo sapiens	RAB31, member RAS oncogene family
3315	HSPB1_HUMAN	Homo sapiens	heat shock 27kDa protein-like 2 pseudogene; heat shock 27kDa protein 1
3316	HSPB2_HUMAN	Homo sapiens	heat shock 27kDa protein 2
3316	A8KAH6_HUMAN	Homo sapiens	heat shock 27kDa protein 2
11034	B4DYA6_HUMAN	Homo sapiens	destrin (actin depolymerizing factor)
11034	DEST_HUMAN	Homo sapiens	destrin (actin depolymerizing factor)
2271	FUMH_HUMAN	Homo sapiens	fumarate hydratase
2271	B1ANK7_HUMAN	Homo sapiens	fumarate hydratase
11035	RIPK3_HUMAN	Homo sapiens	receptor-interacting serine-threonine kinase 3
2272	Q0PUW1_HUMAN	Homo sapiens	fragile histidine triad gene
2272	FHIT_HUMAN	Homo sapiens	fragile histidine triad gene
2272	Q194U8_HUMAN	Homo sapiens	fragile histidine triad gene
2272	A8K1A9_HUMAN	Homo sapiens	fragile histidine triad gene
2272	Q1WAB3_HUMAN	Homo sapiens	fragile histidine triad gene
2272	Q71VB2_HUMAN	Homo sapiens	fragile histidine triad gene
2272	Q0MQR8_HUMAN	Homo sapiens	fragile histidine triad gene
2272	Q45QG9_HUMAN	Homo sapiens	fragile histidine triad gene
2272	Q194V0_HUMAN	Homo sapiens	fragile histidine triad gene
146223	CKLF4_HUMAN	Homo sapiens	CKLF-like MARVEL transmembrane domain containing 4
2273	Q5JXI2_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q5JXH9_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q53FI7_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q5JXI0_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q5JXI8_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	B7Z5T4_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q5JXI3_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	B7Z793_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	B7Z9A1_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q6IB30_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q5JXH7_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	FHL1_HUMAN	Homo sapiens	four and a half LIM domains 1
2273	Q5JXH8_HUMAN	Homo sapiens	four and a half LIM domains 1
3321	IGSF3_HUMAN	Homo sapiens	immunoglobulin superfamily, member 3
3321	A6NJZ6_HUMAN	Homo sapiens	immunoglobulin superfamily, member 3
2274	Q53T40_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	Q53QP3_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	Q6I9R8_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	Q2I5I4_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	FHL2_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	Q5TM15_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	Q2TSB7_HUMAN	Homo sapiens	four and a half LIM domains 2
2274	Q2XQU9_HUMAN	Homo sapiens	four and a half LIM domains 2
3320	Q2VPJ6_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
3320	Q96HX7_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
3320	HS90A_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
3320	Q8TBA7_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
3320	Q86U12_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
3320	Q86SX1_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
3320	HS902_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class A member 2; heat shock protein 90kDa alpha (cytosolic), class A member 1
11037	Q0VAG7_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	TF2AY_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	A8MXJ1_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	Q53S48_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	STON1_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	Q5D050_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	Q53FD9_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	Q0VAG8_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
11037	Q3MIM1_HUMAN	Homo sapiens	stonin 1; STON1-GTF2A1L readthrough transcript; general transcription factor IIA, 1-like
2275	FHL3_HUMAN	Homo sapiens	four and a half LIM domains 3
2275	Q96C98_HUMAN	Homo sapiens	four and a half LIM domains 3
2275	Q9P100_HUMAN	Homo sapiens	four and a half LIM domains 3
9632	SC24C_HUMAN	Homo sapiens	SEC24 family, member C (S. cerevisiae)
79768	CO029_HUMAN	Homo sapiens	chromosome 15 open reading frame 29
79767	ELMO3_HUMAN	Homo sapiens	engulfment and cell motility 3
8189	Q4LE61_HUMAN	Homo sapiens	symplekin
8189	SYMPK_HUMAN	Homo sapiens	symplekin
8189	Q96B47_HUMAN	Homo sapiens	symplekin
79763	Q6ZN91_HUMAN	Homo sapiens	isochorismatase domain containing 2
79763	ISOC2_HUMAN	Homo sapiens	isochorismatase domain containing 2
9630	GNA14_HUMAN	Homo sapiens	guanine nucleotide binding protein (G protein), alpha 14
9630	B1ALW3_HUMAN	Homo sapiens	guanine nucleotide binding protein (G protein), alpha 14
79762	CA115_HUMAN	Homo sapiens	chromosome 1 open reading frame 115
8187	ZN239_HUMAN	Homo sapiens	zinc finger protein 239
9631	NU155_HUMAN	Homo sapiens	nucleoporin 155kDa
9619	ABCG1_HUMAN	Homo sapiens	ATP-binding cassette, sub-family G (WHITE), member 1
79770	Q7Z345_HUMAN	Homo sapiens	thioredoxin domain containing 15
79770	TXD15_HUMAN	Homo sapiens	thioredoxin domain containing 15
9618	Q2KJU5_HUMAN	Homo sapiens	TNF receptor-associated factor 4
9618	Q2KJU6_HUMAN	Homo sapiens	TNF receptor-associated factor 4
9618	TRAF4_HUMAN	Homo sapiens	TNF receptor-associated factor 4
9618	Q2KJU4_HUMAN	Homo sapiens	TNF receptor-associated factor 4
9617	RF1M_HUMAN	Homo sapiens	mitochondrial translational release factor 1
9617	Q8N6Z2_HUMAN	Homo sapiens	mitochondrial translational release factor 1
440465	Q8NBT7_HUMAN	Homo sapiens	hypothetical LOC440465
9616	A8MTB5_HUMAN	Homo sapiens	ring finger protein 7
9616	RBX2_HUMAN	Homo sapiens	ring finger protein 7
3326	Q6PK50_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class B member 1
3326	HS90B_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class B member 1
3326	Q9H6X9_HUMAN	Homo sapiens	heat shock protein 90kDa alpha (cytosolic), class B member 1
11020	RAYL_HUMAN	Homo sapiens	RAB, member of RAS oncogene family-like 4
11021	B4E390_HUMAN	Homo sapiens	similar to hCG1778032; RAB35, member RAS oncogene family
11021	RAB35_HUMAN	Homo sapiens	similar to hCG1778032; RAB35, member RAS oncogene family
3329	Q53SE2_HUMAN	Homo sapiens	heat shock 60kDa protein 1 (chaperonin) pseudogene 5; heat shock 60kDa protein 1 (chaperonin) pseudogene 6; heat shock 60kDa protein 1 (chaperonin) pseudogene 1; heat shock 60kDa protein 1 (chaperonin) pseudogene 4; heat shock 60kDa protein 1 (chaperonin)
3329	Q53QD5_HUMAN	Homo sapiens	heat shock 60kDa protein 1 (chaperonin) pseudogene 5; heat shock 60kDa protein 1 (chaperonin) pseudogene 6; heat shock 60kDa protein 1 (chaperonin) pseudogene 1; heat shock 60kDa protein 1 (chaperonin) pseudogene 4; heat shock 60kDa protein 1 (chaperonin)
3329	Q96RI4_HUMAN	Homo sapiens	heat shock 60kDa protein 1 (chaperonin) pseudogene 5; heat shock 60kDa protein 1 (chaperonin) pseudogene 6; heat shock 60kDa protein 1 (chaperonin) pseudogene 1; heat shock 60kDa protein 1 (chaperonin) pseudogene 4; heat shock 60kDa protein 1 (chaperonin)
3329	CH60_HUMAN	Homo sapiens	heat shock 60kDa protein 1 (chaperonin) pseudogene 5; heat shock 60kDa protein 1 (chaperonin) pseudogene 6; heat shock 60kDa protein 1 (chaperonin) pseudogene 1; heat shock 60kDa protein 1 (chaperonin) pseudogene 4; heat shock 60kDa protein 1 (chaperonin)
8175	SF3A2_HUMAN	Homo sapiens	splicing factor 3a, subunit 2, 66kDa
8175	Q05DF2_HUMAN	Homo sapiens	splicing factor 3a, subunit 2, 66kDa
2280	Q0VDC6_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q0VDC5_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q1JUQ5_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q1JUQ3_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q3V793_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	FKB1A_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q9UH88_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q5W0X3_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2280	Q1JUQ4_HUMAN	Homo sapiens	FK506 binding protein 1A, 12kDa
2281	FKB1B_HUMAN	Homo sapiens	FK506 binding protein 1B, 12.6 kDa
11022	Q9NYV3_HUMAN	Homo sapiens	tudor and KH domain containing
11022	TDRKH_HUMAN	Homo sapiens	tudor and KH domain containing
11022	Q5SZR5_HUMAN	Homo sapiens	tudor and KH domain containing
11022	Q5SZR4_HUMAN	Homo sapiens	tudor and KH domain containing
2286	FKBP2_HUMAN	Homo sapiens	FK506 binding protein 2, 13kDa
2286	Q53XJ5_HUMAN	Homo sapiens	FK506 binding protein 2, 13kDa
2287	FKBP3_HUMAN	Homo sapiens	FK506 binding protein 3, 25kDa
2287	Q53GD8_HUMAN	Homo sapiens	FK506 binding protein 3, 25kDa
11027	Q99702_HUMAN	Homo sapiens	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2
11027	LIRA2_HUMAN	Homo sapiens	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2
8170	UT2_HUMAN	Homo sapiens	solute carrier family 14 (urea transporter), member 2
8170	Q8TEC4_HUMAN	Homo sapiens	solute carrier family 14 (urea transporter), member 2
79777	ACBD4_HUMAN	Homo sapiens	acyl-Coenzyme A binding domain containing 4
79777	B4DJP3_HUMAN	Homo sapiens	acyl-Coenzyme A binding domain containing 4
79776	ZFHX4_HUMAN	Homo sapiens	zinc finger homeobox 4
79776	Q6DK57_HUMAN	Homo sapiens	zinc finger homeobox 4
79776	Q86WW5_HUMAN	Homo sapiens	zinc finger homeobox 4
79776	Q6ZMW8_HUMAN	Homo sapiens	zinc finger homeobox 4
79776	Q6ZN29_HUMAN	Homo sapiens	zinc finger homeobox 4
79776	Q5U3C1_HUMAN	Homo sapiens	zinc finger homeobox 4
79778	MILK2_HUMAN	Homo sapiens	MICAL-like 2
79778	Q6UWK3_HUMAN	Homo sapiens	MICAL-like 2
79772	MCTP1_HUMAN	Homo sapiens	multiple C2 domains, transmembrane 1
9620	CELR1_HUMAN	Homo sapiens	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
9620	Q8NDT0_HUMAN	Homo sapiens	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
79774	GRTP1_HUMAN	Homo sapiens	growth hormone regulated TBC protein 1
8178	Q75MS0_HUMAN	Homo sapiens	elongation factor RNA polymerase II
8178	Q59HG4_HUMAN	Homo sapiens	elongation factor RNA polymerase II
8178	ELL_HUMAN	Homo sapiens	elongation factor RNA polymerase II
11052	CPSF6_HUMAN	Homo sapiens	cleavage and polyadenylation specific factor 6, 68kDa
11051	Q5HYH5_HUMAN	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 21
11051	CPSF5_HUMAN	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 21
11054	Q4VXW4_HUMAN	Homo sapiens	opioid growth factor receptor
11054	Q05BV5_HUMAN	Homo sapiens	opioid growth factor receptor
11054	Q4VXW3_HUMAN	Homo sapiens	opioid growth factor receptor
11054	Q6PK21_HUMAN	Homo sapiens	opioid growth factor receptor
11054	OGFR_HUMAN	Homo sapiens	opioid growth factor receptor
440498	B2RXG9_HUMAN	Homo sapiens	heat shock factor binding protein 1-like
347918	E400N_HUMAN	Homo sapiens	EP400 N-terminal like
148423	CA052_HUMAN	Homo sapiens	chromosome 1 open reading frame 52
9695	EDEM1_HUMAN	Homo sapiens	ER degradation enhancer, mannosidase alpha-like 1
9695	Q96EZ6_HUMAN	Homo sapiens	ER degradation enhancer, mannosidase alpha-like 1
9694	TTC35_HUMAN	Homo sapiens	tetratricopeptide repeat domain 35
9694	Q53HG5_HUMAN	Homo sapiens	tetratricopeptide repeat domain 35
9697	TRAM2_HUMAN	Homo sapiens	translocation associated membrane protein 2
8165	AKAP1_HUMAN	Homo sapiens	A kinase (PRKA) anchor protein 1
9696	CROCC_HUMAN	Homo sapiens	ciliary rootlet coiled-coil, rootletin
9699	Q68DJ3_HUMAN	Homo sapiens	regulating synaptic membrane exocytosis 2
9699	Q8IWW0_HUMAN	Homo sapiens	regulating synaptic membrane exocytosis 2
9699	Q4G1C6_HUMAN	Homo sapiens	regulating synaptic membrane exocytosis 2
9699	RIMS2_HUMAN	Homo sapiens	regulating synaptic membrane exocytosis 2
9699	B3KX91_HUMAN	Homo sapiens	regulating synaptic membrane exocytosis 2
9698	Q53HH5_HUMAN	Homo sapiens	pumilio homolog 1 (Drosophila)
9698	PUM1_HUMAN	Homo sapiens	pumilio homolog 1 (Drosophila)
11059	WWP1_HUMAN	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 1
11059	Q5YLC1_HUMAN	Homo sapiens	WW domain containing E3 ubiquitin protein ligase 1
9690	UBE3C_HUMAN	Homo sapiens	ubiquitin protein ligase E3C
11056	DDX52_HUMAN	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
11056	Q59H21_HUMAN	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
11056	A8MTP9_HUMAN	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
8161	P80C_HUMAN	Homo sapiens	coilin
11057	ABHD2_HUMAN	Homo sapiens	abhydrolase domain containing 2
9693	Q9UFT5_HUMAN	Homo sapiens	Rap guanine nucleotide exchange factor (GEF) 2; similar to RAPGEF2 protein
9693	RPGF2_HUMAN	Homo sapiens	Rap guanine nucleotide exchange factor (GEF) 2; similar to RAPGEF2 protein
9693	Q4W5Q4_HUMAN	Homo sapiens	Rap guanine nucleotide exchange factor (GEF) 2; similar to RAPGEF2 protein
9693	Q17RH5_HUMAN	Homo sapiens	Rap guanine nucleotide exchange factor (GEF) 2; similar to RAPGEF2 protein
3305	HS71L_HUMAN	Homo sapiens	heat shock 70kDa protein 1-like
3305	Q53FA3_HUMAN	Homo sapiens	heat shock 70kDa protein 1-like
11043	TRIM1_HUMAN	Homo sapiens	midline 2
11043	Q6GX22_HUMAN	Homo sapiens	midline 2
3304	B3KTT5_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3304	Q59EJ3_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3304	HSP71_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3304	A8K5I0_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3304	Q9UQC1_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
11041	Q54AC1_HUMAN	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
11041	B3GN2_HUMAN	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
11041	B3GN1_HUMAN	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
11040	PIM2_HUMAN	Homo sapiens	pim-2 oncogene
11040	A8K4G6_HUMAN	Homo sapiens	pim-2 oncogene
3306	HSP72_HUMAN	Homo sapiens	heat shock 70kDa protein 2
3301	Q86TL9_HUMAN	Homo sapiens	DnaJ (Hsp40) homolog, subfamily A, member 1
3301	Q5T7Q0_HUMAN	Homo sapiens	DnaJ (Hsp40) homolog, subfamily A, member 1
3301	DNJA1_HUMAN	Homo sapiens	DnaJ (Hsp40) homolog, subfamily A, member 1
3301	Q9NXZ8_HUMAN	Homo sapiens	DnaJ (Hsp40) homolog, subfamily A, member 1
3300	DNJB2_HUMAN	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 2
3300	Q53QD7_HUMAN	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 2
3303	B3KTT5_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3303	Q59EJ3_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3303	HSP71_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3303	A8K5I0_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
3303	Q9UQC1_HUMAN	Homo sapiens	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
347902	AMGO2_HUMAN	Homo sapiens	adhesion molecule with Ig-like domain 2
148418	SAM13_HUMAN	Homo sapiens	sterile alpha motif domain containing 13
3309	GRP78_HUMAN	Homo sapiens	hypothetical gene supported by AF216292; NM_005347; heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
3309	Q2KHP4_HUMAN	Homo sapiens	hypothetical gene supported by AF216292; NM_005347; heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
3308	Q9BUK9_HUMAN	Homo sapiens	heat shock 70kDa protein 4
3308	Q7KYN0_HUMAN	Homo sapiens	heat shock 70kDa protein 4
3308	Q59GF8_HUMAN	Homo sapiens	heat shock 70kDa protein 4
3308	HSP74_HUMAN	Homo sapiens	heat shock 70kDa protein 4
9686	Q0H0I7_HUMAN	Homo sapiens	vestigial like 4 (Drosophila)
9686	VGLL4_HUMAN	Homo sapiens	vestigial like 4 (Drosophila)
9686	Q0H0I4_HUMAN	Homo sapiens	vestigial like 4 (Drosophila)
9685	EPN4_HUMAN	Homo sapiens	clathrin interactor 1
9684	LRC14_HUMAN	Homo sapiens	leucine rich repeat containing 14
9683	N4BP1_HUMAN	Homo sapiens	NEDD4 binding protein 1
9689	Q3LIC9_HUMAN	Homo sapiens	basic leucine zipper and W2 domains 1 pseudogene 1; basic leucine zipper and W2 domains 1 like 1; basic leucine zipper and W2 domains 1
9689	Q53FN7_HUMAN	Homo sapiens	basic leucine zipper and W2 domains 1 pseudogene 1; basic leucine zipper and W2 domains 1 like 1; basic leucine zipper and W2 domains 1
9689	BZW1_HUMAN	Homo sapiens	basic leucine zipper and W2 domains 1 pseudogene 1; basic leucine zipper and W2 domains 1 like 1; basic leucine zipper and W2 domains 1
9688	B3KPQ8_HUMAN	Homo sapiens	nucleoporin 93kDa
9688	NUP93_HUMAN	Homo sapiens	nucleoporin 93kDa
3310	Q53FC7_HUMAN	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
3310	HSP76_HUMAN	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
3310	HSP77_HUMAN	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
11046	S35D2_HUMAN	Homo sapiens	solute carrier family 35, member D2
11046	Q5VZJ2_HUMAN	Homo sapiens	solute carrier family 35, member D2
9682	KDM4A_HUMAN	Homo sapiens	lysine (K)-specific demethylase 4A
11047	Q68E00_HUMAN	Homo sapiens	adhesion regulating molecule 1
11047	ADRM1_HUMAN	Homo sapiens	adhesion regulating molecule 1
9681	A8MPX9_HUMAN	Homo sapiens	DEP domain containing 5
9681	DEPD5_HUMAN	Homo sapiens	DEP domain containing 5
11044	POLS_HUMAN	Homo sapiens	polymerase (DNA directed) sigma
8153	Q59EN3_HUMAN	Homo sapiens	Rho family GTPase 2
8153	RND2_HUMAN	Homo sapiens	Rho family GTPase 2
11070	TM115_HUMAN	Homo sapiens	transmembrane protein 115
11072	Q6FI36_HUMAN	Homo sapiens	dual specificity phosphatase 14
11072	DUS14_HUMAN	Homo sapiens	dual specificity phosphatase 14
11073	TOPB1_HUMAN	Homo sapiens	topoisomerase (DNA) II binding protein 1
11073	Q05BV8_HUMAN	Homo sapiens	topoisomerase (DNA) II binding protein 1
11073	A7E2X7_HUMAN	Homo sapiens	topoisomerase (DNA) II binding protein 1
11073	A0AV47_HUMAN	Homo sapiens	topoisomerase (DNA) II binding protein 1
11076	Q4L233_HUMAN	Homo sapiens	tubulin polymerization promoting protein
11076	TPPP_HUMAN	Homo sapiens	tubulin polymerization promoting protein
221895	Q69YN3_HUMAN	Homo sapiens	JAZF zinc finger 1
221895	JAZF1_HUMAN	Homo sapiens	JAZF zinc finger 1
9669	Q05CQ1_HUMAN	Homo sapiens	eukaryotic translation initiation factor 5B
9669	IF2P_HUMAN	Homo sapiens	eukaryotic translation initiation factor 5B
9669	Q8N5A0_HUMAN	Homo sapiens	eukaryotic translation initiation factor 5B
9677	VIP1_HUMAN	Homo sapiens	histidine acid phosphatase domain containing 2A
9679	FA53B_HUMAN	Homo sapiens	family with sequence similarity 53, member B
9678	A8MSQ1_HUMAN	Homo sapiens	PHD finger protein 14
9678	PHF14_HUMAN	Homo sapiens	PHD finger protein 14
8148	Q86X94_HUMAN	Homo sapiens	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa
8148	RBP56_HUMAN	Homo sapiens	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa
9673	S2544_HUMAN	Homo sapiens	solute carrier family 25, member 44
9672	SDC3_HUMAN	Homo sapiens	syndecan 3
9675	Q3B768_HUMAN	Homo sapiens	KIAA0406
9675	K0406_HUMAN	Homo sapiens	KIAA0406
9674	K0040_HUMAN	Homo sapiens	KIAA0040
11077	HSF2B_HUMAN	Homo sapiens	heat shock transcription factor 2 binding protein
11077	Q6IAT7_HUMAN	Homo sapiens	heat shock transcription factor 2 binding protein
11078	TARA_HUMAN	Homo sapiens	TRIO and F-actin binding protein
11078	Q8TCM3_HUMAN	Homo sapiens	TRIO and F-actin binding protein
9671	WSCD2_HUMAN	Homo sapiens	WSC domain containing 2
11079	Q5T092_HUMAN	Homo sapiens	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
11079	Q5T091_HUMAN	Homo sapiens	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
11079	Q9P0H9_HUMAN	Homo sapiens	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
