Ensembl Gene ID	Gene.name	FoldChange	pvalue	padj
ENSG00000137331.11	IER3	2.14329420375634	2.51940470162767e-11	2.85270094861383e-09
ENSG00000165434.4	PGM2L1	2.14204988199785	5.74083142573693e-09	3.85731862780096e-07
ENSG00000152661.7	GJA1	2.13987168418637	6.54736409701088e-13	1.07181261030163e-10
ENSG00000126860.7	EVI2A	2.13794075153648	1.49085096488875e-21	1.35046249902839e-18
ENSG00000267534.1	S1PR2	-2.13103440738723	2.19674150304138e-05	0.000496780446700273
ENSG00000170340.10	B3GNT2	2.12959948030325	5.13101437289485e-08	2.60626758099846e-06
ENSG00000151067.16	CACNA1C	-2.12757339881118	1.13943884086156e-07	5.37105650218409e-06
ENSG00000106809.6	OGN	2.12716552801298	1.29887081365435e-15	3.85056156666075e-13
ENSG00000225472.1	RP11-120J1.1	-2.12708832497247	2.51187130370275e-05	0.000554209223367703
ENSG00000122952.12	ZWINT	2.12688148201666	8.33686292567245e-06	0.000223206157640541
ENSG00000196917.4	HCAR1	-2.12581434485414	5.75827273005179e-05	0.0011163928283412
ENSG00000260396.1	AC012065.7	-2.12552601751216	0.000123974283348747	0.00208822385330715
ENSG00000163075.8	PCDP1	-2.12529679892769	5.73124391076724e-05	0.0011163928283412
ENSG00000138152.7	BTBD16	2.12429985106821	0.000155688528226332	0.00251088175344247
ENSG00000084636.11	COL16A1	-2.12310180286726	8.52103769537996e-10	7.23622498037345e-08
ENSG00000175352.6	NRIP3	2.12271393713902	1.27629182715678e-05	0.000318682055770158
ENSG00000160111.7	CPAMD8	-2.12236358368747	4.93832697384445e-09	3.3690134438717e-07
ENSG00000196338.8	NLGN3	-2.11911885950012	7.85557757667244e-05	0.00143936230593029
ENSG00000176697.14	BDNF	2.11748357349836	0.00019893940928116	0.00306314021349263
ENSG00000121858.6	TNFSF10	2.1158586434323	1.16818333675356e-06	4.01146127046253e-05
ENSG00000172987.8	HPSE2	2.11557556702635	0.000285614852256364	0.00412484514263952
ENSG00000046604.8	DSG2	2.11494392496093	5.74871773416519e-09	3.85731862780096e-07
ENSG00000132470.9	ITGB4	2.1135759141595	4.1751377774507e-05	0.00084796370648837
ENSG00000172602.5	RND1	2.11297564000323	4.91804995595176e-05	0.000971985509476285
ENSG00000129244.4	ATP1B2	-2.10839743791224	7.53040898251578e-11	7.77109610505822e-09
ENSG00000166292.7	TMEM100	2.10580182163624	1.18189854692222e-08	7.28107039812799e-07
ENSG00000154358.15	OBSCN	-2.10545650812748	2.71282981649447e-10	2.5421086297668e-08
ENSG00000206052.6	DOK6	2.10522858744215	0.000284242605527754	0.00411231205246676
ENSG00000198417.5	MT1F	2.10385811502639	7.25694411772831e-07	2.71386407888899e-05
ENSG00000073756.7	PTGS2	2.10365205629023	5.85626883719746e-06	0.000167520111211412
ENSG00000051180.12	RAD51	2.10276013318696	0.000264216989645769	0.00388113334790474
ENSG00000146386.7	ABRACL	2.1021775428031	8.47185426795873e-16	2.70850164390328e-13
ENSG00000171848.9	RRM2	2.10209129634763	0.000110847184761734	0.00191053207985208
ENSG00000176887.5	SOX11	2.10130795810937	0.000311193993583833	0.00441218962207339
ENSG00000003249.8	DBNDD1	2.10113752301718	1.91045755775753e-05	0.000445000149703379
ENSG00000109265.8	KIAA1211	-2.10088030343706	3.60325805299063e-09	2.57680362079001e-07
ENSG00000225731.1	AP001627.1	-2.10021955943965	0.000355967532210732	0.00488556448880134
ENSG00000204682.5	C10orf114	-2.09960562115909	1.89851973156467e-06	6.20347980424088e-05
ENSG00000160233.6	LRRC3	-2.09920897504779	0.000166280868837159	0.00265544521683632
ENSG00000188064.5	WNT7B	2.09891451889571	0.000118483751677849	0.00201237246990347
ENSG00000133985.2	TTC9	2.09763006996039	3.29400836148414e-06	0.000102107996832698
ENSG00000137449.11	CPEB2	2.09711106430202	3.09082249504126e-11	3.45177128641423e-09
ENSG00000248429.1	RP11-597D13.9	-2.09659543804404	3.65591237768288e-08	1.94168245335894e-06
ENSG00000267573.1	KRT8P5	-2.09568527988567	0.000221322624652783	0.00334135684718854
ENSG00000146233.3	CYP39A1	-2.0948699217788	1.17475017648859e-07	5.50410966311679e-06
ENSG00000123975.4	CKS2	2.09300598011154	1.00418796624908e-05	0.000261136918495872
ENSG00000141469.12	SLC14A1	-2.09147028748027	6.24947277319711e-12	8.15181228535831e-10
ENSG00000168546.6	GFRA2	2.08872730479193	8.13981768666563e-07	2.9891830491235e-05
ENSG00000070882.8	OSBPL3	2.08723078937434	1.05395270165945e-07	5.03950111453292e-06
ENSG00000114346.9	ECT2	2.08513360481082	4.80535237840273e-07	1.87892735083589e-05
ENSG00000220785.3	MTMR9LP	-2.08436492615195	2.87590134193808e-07	1.18712838937469e-05
ENSG00000246430.2	RP11-16M8.2	-2.08358825621456	6.13974191551186e-05	0.00117360482921947
ENSG00000166033.7	HTRA1	2.08283443651282	0.000309531307277388	0.00439248751872259
ENSG00000145949.8	MYLK4	-2.08113179574268	2.12959470559653e-05	0.00048495868260826
ENSG00000128284.15	APOL3	-2.08052832858875	5.26896011802111e-12	7.04183563314215e-10
ENSG00000101213.5	PTK6	-2.07986458937623	8.90186304509795e-05	0.00159405254337695
ENSG00000150938.5	CRIM1	-2.07850620613954	5.22603858607339e-22	5.55043909761696e-19
ENSG00000106819.7	ASPN	2.07801070020016	2.74965396534188e-20	1.86804616270414e-17
ENSG00000079931.10	MOXD1	2.07781927487735	3.25836802449013e-12	4.66032374029049e-10
ENSG00000149599.11	DUSP15	-2.07781701764465	7.99343200707878e-05	0.00145786251538501
ENSG00000166825.9	ANPEP	2.07719927238529	2.67758280865114e-07	1.11372417589431e-05
ENSG00000137807.9	KIF23	2.07592308345551	0.000232233806407083	0.00346755697203983
ENSG00000166091.15	CMTM5	-2.07461837244532	4.14394883077848e-09	2.91237438301048e-07
ENSG00000130045.11	NXNL2	-2.07414214270221	5.02470780449717e-05	0.000990663370644817
ENSG00000056736.5	IL17RB	-2.07340656471583	8.18250651258371e-10	7.02188256250934e-08
ENSG00000129226.9	CD68	2.07141416367138	0.000264032180617667	0.00388113334790474
ENSG00000135363.7	LMO2	2.07058231489637	2.27212533166574e-07	9.67284687540727e-06
ENSG00000105519.7	CAPS	2.07025991334493	6.06022126026053e-13	1.01867946029431e-10
ENSG00000003436.10	TFPI	2.06702928578319	9.90943930368321e-10	8.24354121666096e-08
ENSG00000267337.1	CTC-782O7.1	-2.06652909297914	0.000161733240947683	0.00259808915630736
ENSG00000256995.2	RP11-114G22.1	-2.0655114521449	4.27358188157618e-11	4.70815895804727e-09
ENSG00000152049.4	KCNE4	2.06473762268392	7.29600139075971e-11	7.57715303670936e-09
ENSG00000157510.9	AFAP1L1	2.05936327217197	0.000475678266463807	0.00618819027779321
ENSG00000169436.12	COL22A1	2.0584587741204	0.000428711063072855	0.00564175454673358
ENSG00000204248.6	COL11A2	-2.05739212432696	1.4083516404774e-10	1.3587676626026e-08
ENSG00000136634.5	IL10	-2.05701311115484	0.000110745896709061	0.00191053207985208
ENSG00000260236.1	RP11-708J19.1	-2.05533926177517	2.1229483952826e-05	0.000484121308882276
ENSG00000091831.16	ESR1	-2.05374568634692	3.09035385311916e-17	1.32600577829231e-14
ENSG00000162998.4	FRZB	-2.05180522242904	1.54418053051631e-08	9.15558674547942e-07
ENSG00000216775.2	RP1-152L7.5	-2.05139561251584	8.57664071831925e-09	5.52735679494843e-07
ENSG00000176597.7	B3GNT5	2.05064243034785	7.88294266961813e-08	3.84824491700969e-06
ENSG00000182218.5	HHIPL1	2.04986644109157	1.07436393403667e-09	8.8472242143777e-08
ENSG00000123496.3	IL13RA2	2.04971665343568	0.000523975757405079	0.00666413785061608
ENSG00000185052.7	SLC24A3	2.04949805326518	3.86119711625827e-05	0.000794909330563019
ENSG00000109586.7	GALNT7	2.04740598002068	1.50119171423976e-10	1.43139946787599e-08
ENSG00000113319.7	RASGRF2	-2.04605838641716	0.000126129379287826	0.00211796038031719
ENSG00000125851.5	PCSK2	-2.04568944843209	0.000395816337236666	0.00531175751328711
ENSG00000169607.8	CKAP2L	2.04556812230929	0.000209953883777774	0.00319337506995952
ENSG00000136944.12	LMX1B	2.04180470865161	0.000139471288183163	0.00229937245078511
ENSG00000065325.7	GLP2R	2.03856501647134	2.75866670616323e-05	0.000599532923810225
ENSG00000240758.1	RP11-155G14.5	-2.03578048683125	2.00167515328358e-05	0.00046359820133933
ENSG00000214050.3	FBXO16	2.03506985019526	8.82606164437811e-05	0.00158490016642715
ENSG00000139354.6	GAS2L3	2.03486298892995	0.000505564239984491	0.00647034924093182
ENSG00000112394.11	SLC16A10	2.03368896647887	4.09435035489609e-05	0.000833437984226976
ENSG00000198131.9	ZNF544	2.03287157075191	5.37474116666963e-06	0.000155934439008093
ENSG00000082196.15	C1QTNF3	2.03147900861229	9.42274503754227e-06	0.000246340758979374
ENSG00000107984.5	DKK1	-2.03111327535288	3.48284826713684e-06	0.000107146869803144
ENSG00000153291.10	SLC25A27	-2.03009416625812	1.67736501721227e-08	9.87344281792274e-07
ENSG00000143340.6	FAM163A	-2.02935041368703	0.00058353916046469	0.00727972915943135
ENSG00000070404.4	FSTL3	2.02426743772751	1.15927262272078e-08	7.18704947279938e-07
ENSG00000256321.1	RP11-153K16.1	-2.02392056051903	1.75449472757792e-06	5.76754768813669e-05
ENSG00000024526.12	DEPDC1	2.02227950864668	0.000586547695442944	0.00730050394976886
ENSG00000011422.7	PLAUR	2.02156781705125	3.43711688381778e-16	1.143718179401e-13
ENSG00000180592.12	SKIDA1	-2.02128142121275	6.14803150429921e-05	0.00117381327491333
ENSG00000129270.11	MMP28	2.02092355796574	0.000634121685377521	0.00778332987626676
ENSG00000138795.5	LEF1	-2.01890350280666	0.00038301917093367	0.00516980760105421
ENSG00000136883.8	KIF12	-2.01306569480653	0.000698189936064673	0.00840146635242398
ENSG00000169282.13	KCNAB1	-2.01240570671999	0.000359908478172468	0.00492307696023666
ENSG00000138778.7	CENPE	2.0121186465104	0.000203274952984923	0.00312090217365271
ENSG00000242265.1	PEG10	-2.01078855752437	7.26932399629104e-05	0.0013655106884738
ENSG00000138311.11	ZNF365	2.01029215101224	1.14235390356251e-08	7.10919099144532e-07
ENSG00000223814.1	RP11-543D5.2	-2.00941092807872	2.2038360876388e-06	7.10149158279657e-05
ENSG00000088325.11	TPX2	2.00897535819388	0.000150749632974615	0.00244574404542398
ENSG00000235565.1	RP11-86H7.7	-2.00781677030174	4.71100614497801e-05	0.000933328738686106
ENSG00000267414.1	RP11-456K23.1	-2.00706313037015	6.08512226376716e-06	0.000171954798112173
ENSG00000155130.5	MARCKS	2.00622764350876	4.02074428291519e-05	0.00082153177359564
ENSG00000197467.8	COL13A1	2.00559046691797	4.9685274935149e-09	3.37549336590669e-07
ENSG00000267221.1	CTD-2132N18.2	-2.0042152349809	0.000778681754557986	0.00920696592318199
ENSG00000177675.4	CD163L1	2.00313688105198	0.000105452190744614	0.00182720294377357
ENSG00000178343.4	SHISA3	-2.00286170917936	5.01187262457938e-05	0.000989329093750204
ENSG00000182963.5	GJC1	2.00004523921802	0.00035318434815787	0.00485587620294384
ENSG00000115828.11	QPCT	1.99872163384411	0.000514964376812822	0.00657517162406661
ENSG00000156750.7	AQP7P3	-1.9967972520442	4.29211555695339e-05	0.000867198812343557
ENSG00000198826.6	ARHGAP11A	1.99597933518539	1.04904982148986e-06	3.66268893777135e-05
ENSG00000175356.8	SCUBE2	-1.99464348090357	6.70869131849182e-08	3.32477847866289e-06
ENSG00000197147.7	LRRC8B	1.99240173909934	7.64446011696005e-06	0.00020843298027932
ENSG00000158560.10	DYNC1I1	-1.99144797338876	3.3032055628506e-15	8.82930601676706e-13
ENSG00000235888.1	AF064858.8	-1.990900240879	0.000257755406926795	0.00380335014474334
ENSG00000154258.12	ABCA9	-1.98869619522715	2.28619804369477e-05	0.000514158056585423
ENSG00000183615.5	FAM167B	-1.98754298962092	0.000388786819335261	0.00522172083135209
ENSG00000053702.10	NRIP2	-1.98617042932397	5.20556590153025e-05	0.00102261147017411
ENSG00000167371.12	PRRT2	-1.9841149051945	1.70214964596601e-05	0.000404570699380115
ENSG00000049089.9	COL9A2	-1.98376219320065	1.58131517571367e-09	1.25161863786463e-07
ENSG00000132874.9	SLC14A2	-1.98289524891733	0.000604932434050458	0.00748936901353887
ENSG00000164742.10	ADCY1	-1.97857075391951	3.90013467724834e-05	0.000799895546069613
ENSG00000157303.5	SUSD3	-1.978391696847	1.11109697981664e-05	0.000284402452997022
ENSG00000129682.9	FGF13	-1.97825402661642	5.20276543058657e-12	7.01083391286893e-10
ENSG00000198216.6	CACNA1E	-1.97756430048156	0.00102158833404815	0.01133129101133
ENSG00000166501.8	PRKCB	-1.97619441090572	0.000843903232293595	0.00975875333513976
ENSG00000198729.4	PPP1R14C	1.97416776588434	9.44268472015387e-06	0.000246340758979374
ENSG00000114638.3	UPK1B	1.97321370306103	0.00103720140414984	0.0114732489108977
ENSG00000135472.4	FAIM2	-1.97274192874789	1.64939534330701e-05	0.000394331247399131
ENSG00000091129.15	NRCAM	-1.97152434493903	0.000985341108826635	0.0110191953219604
ENSG00000148773.8	MKI67	1.96895044851276	3.66096649983352e-05	0.00076137830076257
ENSG00000089356.11	FXYD3	-1.96797612755277	8.52629700211603e-05	0.00154125579400778
ENSG00000147536.7	GINS4	1.96581266509937	0.000408648349572099	0.00543582935138344
ENSG00000230043.1	TMSB4XP6	1.96376169472633	1.86358323699377e-11	2.25079442068026e-09
ENSG00000184545.6	DUSP8	1.95960799920263	0.000114329218382294	0.00195812805223036
ENSG00000182853.7	VMO1	-1.95853047383513	2.11029195249771e-05	0.000482584996991236
ENSG00000178401.9	DNAJC22	1.95718632983164	1.41905930549335e-05	0.000346373682276483
ENSG00000198768.6	APCDD1L	1.95692962393687	4.67470312417473e-05	0.000927263192696703
ENSG00000151883.12	PARP8	1.95600158595762	0.000197327566469962	0.00304969286378458
ENSG00000261584.1	RP11-457M11.5	-1.95563049077378	0.000175248939667048	0.00278217210644576
ENSG00000116194.8	ANGPTL1	1.95555289072401	2.38929024278771e-12	3.57407132189482e-10
ENSG00000139926.11	FRMD6	1.95395756382091	1.3724080565652e-15	3.92580936180623e-13
ENSG00000105976.10	MET	1.95385372803943	2.22135110799653e-14	5.17416140226905e-12
ENSG00000113296.10	THBS4	-1.9524128336218	9.89837868451351e-07	3.50093415294995e-05
ENSG00000185565.6	LSAMP	-1.95070392340262	0.000705643461391796	0.00847864159026768
ENSG00000146411.5	SLC2A12	1.95057154465039	1.52016785400054e-08	9.04610834287549e-07
ENSG00000171714.10	ANO5	1.95017804331204	0.00110488047923272	0.0120421632445785
ENSG00000156869.7	FRRS1	1.94989609049993	0.000914396821877063	0.0103897144116415
ENSG00000158966.9	CACHD1	1.94924736138571	4.71122081906099e-06	0.00014017601360363
ENSG00000154175.12	ABI3BP	1.94494369314749	0.000700140289811089	0.00841872229009573
ENSG00000155275.14	TRMT44	-1.94463440593723	8.7906034271552e-09	5.62081525018688e-07
ENSG00000143869.5	GDF7	-1.94391420282533	0.00111219057057936	0.0121137389801579
ENSG00000198901.9	PRC1	1.94170749988921	1.10314483560973e-05	0.000283951820275489
ENSG00000168702.12	LRP1B	-1.94152337712795	0.00131766641864235	0.0137278015375261
ENSG00000168993.10	CPLX1	-1.93961493226401	0.00126832128404422	0.013324728438364
ENSG00000108375.8	RNF43	-1.93951810509825	0.000954877210561751	0.0107542134584421
ENSG00000137812.14	CASC5	1.93876348212874	0.000690779002510591	0.00833073345853194
ENSG00000171408.9	PDE7B	-1.93873694554999	7.74045146748016e-08	3.7900318671851e-06
ENSG00000269430.1	LRRC3DN	-1.93807787937317	0.00112416089011503	0.0122291548859133
ENSG00000163171.6	CDC42EP3	-1.93582548421124	1.01586154293781e-06	3.56974621931055e-05
ENSG00000253741.1	CTD-2292P10.4	-1.93541984120156	0.000903076859625567	0.0102969707665698
ENSG00000196739.10	COL27A1	-1.93492497731311	4.23770703841665e-09	2.95873887419917e-07
ENSG00000100031.14	GGT1	-1.93340849637806	3.58780281324174e-05	0.00074833485753396
ENSG00000226816.2	AC005082.12	1.93318341999715	0.000294749094443662	0.00423425901753649
ENSG00000172331.7	BPGM	1.92704693791664	2.24610038893898e-13	4.06918520462778e-11
ENSG00000146674.10	IGFBP3	1.92667068626499	2.24041730146787e-08	1.28175452983977e-06
ENSG00000165269.8	AQP7	-1.92651996443473	0.000314218182653532	0.00444347568791487
ENSG00000125384.6	PTGER2	1.92532141331019	1.09343636096969e-06	3.80138163445858e-05
ENSG00000170006.7	TMEM154	1.92384046655029	1.29626269249357e-05	0.000322680354215384
ENSG00000149380.7	P4HA3	1.92333033944069	0.000720537098977942	0.00864485459811284
ENSG00000237649.3	KIFC1	1.9232391426287	0.00141485469259365	0.0144092478218235
ENSG00000156103.11	MMP16	-1.92271988572175	5.34234375529029e-09	3.61439481037378e-07
ENSG00000179104.3	TMTC2	-1.9203979925246	3.49197388777539e-06	0.00010722529988734
ENSG00000253161.1	RP11-150O12.1	1.91983267883202	0.00139086696243418	0.0142182356253851
ENSG00000169429.6	IL8	1.91929076103106	0.00167451243755799	0.016358852782734
ENSG00000125744.7	RTN2	1.91921767095311	3.839512003718e-05	0.000793039712748127
ENSG00000233251.3	AC007743.1	-1.91918861562037	2.29024534561493e-07	9.72459644798215e-06
ENSG00000138669.5	PRKG2	-1.91909644358726	0.00123895548958727	0.0131176423751431
ENSG00000101197.8	BIRC7	1.91884027213945	0.00159985621598428	0.0158865137646917
ENSG00000136842.8	TMOD1	1.91872284269164	4.33097290845466e-07	1.70160272945429e-05
ENSG00000178038.12	ALS2CL	1.91830848321374	1.17539192025686e-06	4.01235848023261e-05
ENSG00000071991.4	CDH19	1.9169135455703	3.28345847217502e-06	0.000101974838835836
ENSG00000177425.6	PAWR	1.91657717005191	0.000691947945293176	0.00833866315447542
ENSG00000164056.6	SPRY1	1.91578928880215	5.22529179977547e-06	0.000152435446332157
ENSG00000230148.4	HOXB-AS1	1.91423717812453	0.00162044091368671	0.0159838409544233
ENSG00000180616.4	SSTR2	-1.9141659504949	6.55109892663247e-07	2.47447999535306e-05
ENSG00000012223.8	LTF	-1.91168982903589	0.00020916431968253	0.00318683193785694
ENSG00000134243.7	SORT1	1.91149331151721	2.73309260833318e-11	3.07331551578432e-09
ENSG00000092445.7	TYRO3	1.91106440944688	1.88567241860248e-07	8.24286562608938e-06
ENSG00000154153.9	FAM134B	1.9110124503507	2.95070863201706e-08	1.63089166932333e-06
ENSG00000145431.6	PDGFC	1.91005330843384	1.48136234604076e-10	1.42080076777615e-08
ENSG00000114529.8	C3orf52	1.90990872032142	0.00140153868701907	0.0143183510600538
ENSG00000110092.3	CCND1	1.90963852983405	8.05359016252152e-08	3.9198145552213e-06
ENSG00000167656.4	LY6D	1.90425847879507	0.000416265501603976	0.00551357352043284
ENSG00000170558.4	CDH2	1.90424579655493	0.000676365548263182	0.0082054615062732
ENSG00000123892.7	RAB38	1.90336508717106	3.26109756690935e-05	0.000692346299849699
ENSG00000187653.10	TMSB4XP8	1.9021711557639	3.05790874691804e-07	1.24960406312027e-05
ENSG00000165304.3	MELK	1.90136080141424	0.00189980395873379	0.0179261015897884
ENSG00000123838.6	C4BPA	-1.90110496947238	2.79324338984621e-08	1.55972032436447e-06
ENSG00000214842.5	RAD51AP2	1.89962394936343	0.00189316106080186	0.0179048672252751
ENSG00000196923.9	PDLIM7	1.89954359470913	1.08901477856332e-09	8.92280701732407e-08
ENSG00000225978.1	HAR1A	-1.89786351510501	9.68602585852358e-05	0.00169271866691562
ENSG00000138166.5	DUSP5	1.89729549294182	0.000187994103611626	0.0029416927633278
ENSG00000128340.10	RAC2	1.89657011688769	0.00175744323563799	0.0168957028048806
ENSG00000185697.12	MYBL1	1.89654188637672	1.17626945939969e-06	4.01235848023261e-05
ENSG00000175305.12	CCNE2	1.89571502376099	0.000901660732538436	0.0102920894609621
ENSG00000112319.13	EYA4	1.89481788947852	0.0019547083302943	0.0183449067999374
ENSG00000156463.13	SH3RF2	-1.89399420028116	0.000247346661153284	0.00366374314231683
ENSG00000243766.2	HOTTIP	-1.89376290476807	0.00174945583169929	0.0168576334159019
ENSG00000124731.8	TREM1	1.89347823283546	0.00168109011887028	0.0164023475978865
ENSG00000125144.9	MT1G	1.89206064164949	0.00208565114185597	0.019267162531423
ENSG00000181885.14	CLDN7	1.89191221587775	0.000772196984783474	0.00913691715304394
ENSG00000163083.5	INHBB	1.88891286744341	0.00182883784895395	0.0174279375378108
ENSG00000204323.5	SMIM5	1.88751279541499	1.68263867900691e-06	5.56499465744576e-05
ENSG00000115232.9	ITGA4	1.88693013419624	0.00161832098277849	0.0159725929928591
ENSG00000109436.7	TBC1D9	1.88596759659471	1.01057177790602e-05	0.000262378548387861
ENSG00000089225.15	TBX5	1.885451644588	0.000417223779119666	0.00551730228592551
ENSG00000105650.14	PDE4C	-1.88534058246524	0.00168537750781021	0.0164023475978865
ENSG00000003989.12	SLC7A2	1.88482538810364	0.000800522866088631	0.00938355523477724
ENSG00000244734.1	HBB	1.88444816627654	2.67152038470686e-06	8.49106040402445e-05
ENSG00000186377.6	CYP4X1	-1.88419308786882	5.90716567747219e-05	0.00113580585343377
ENSG00000205726.9	ITSN1	-1.8831799566578	1.3257274830632e-14	3.32553640174547e-12
ENSG00000046653.10	GPM6B	1.88165048587667	8.32457788022966e-05	0.00150953932338779
ENSG00000163145.8	C1QTNF7	1.88161910892039	1.53646305324639e-05	0.000369498968778501
ENSG00000105339.6	DENND3	1.88153047763633	5.50138572792936e-05	0.00107566684670814
ENSG00000181104.6	F2R	1.88139692564393	0.00113623954292638	0.0123098908620695
ENSG00000091622.11	PITPNM3	1.88064400676697	1.53406221980622e-05	0.000369466536099562
ENSG00000130508.6	PXDN	1.88019056331394	7.21701118524352e-11	7.54316457534587e-09
ENSG00000169508.6	GPR183	1.87929034902494	0.000892326933871463	0.010231638999138
ENSG00000112276.9	BVES	1.8776572179935	3.2293970285536e-05	0.000686510020215991
ENSG00000178860.8	MSC	1.8760928246188	0.00232246335320343	0.0209124781695744
ENSG00000228214.1	LINC00693	-1.87573833840506	1.10327600716497e-09	8.99445764841245e-08
ENSG00000130598.11	TNNI2	1.87486878448114	0.00115770513087889	0.0124761283271516
ENSG00000169679.10	BUB1	1.87312085281474	0.00241927925804486	0.0215210792949812
ENSG00000138160.4	KIF11	1.87218404346346	1.96083381874992e-05	0.000455025295415565
ENSG00000120659.10	TNFSF11	1.87185296716424	0.000121177112289512	0.00205170593549377
ENSG00000139318.7	DUSP6	1.87133621674191	9.13582733377375e-06	0.000240257523672873
ENSG00000100092.16	SH3BP1	-1.86906970544308	0.000109210195396035	0.00188830565846485
ENSG00000154096.9	THY1	1.8688508450167	2.01212302813234e-05	0.000465356964165925
ENSG00000112742.5	TTK	1.8686785486725	0.0015710303460554	0.0156829526471721
ENSG00000152217.12	SETBP1	-1.86757100212936	1.26014777205586e-09	1.01215317356506e-07
ENSG00000182272.7	B4GALNT4	-1.8674077760976	0.000899895876373975	0.0102822720842871
ENSG00000141655.11	TNFRSF11A	1.86703767649795	0.0019321407105871	0.0181686340625119
ENSG00000237928.1	RP4-668G5.1	-1.86602350964646	0.00261187160794435	0.0228714106162903
ENSG00000150687.7	PRSS23	1.86530474447066	1.39042508097978e-09	1.10589663148173e-07
ENSG00000105737.5	GRIK5	-1.86347629279373	0.000542246848439782	0.00684412362882537
ENSG00000052795.8	FNIP2	1.86249138763777	3.56770433197793e-07	1.4398866122005e-05
ENSG00000205364.3	MT1M	1.8623632997259	0.000123110626323902	0.00207582085027014
ENSG00000135636.9	DYSF	1.86199552337567	1.03732403495306e-05	0.000268043873057206
ENSG00000099377.9	HSD3B7	1.86163744599819	3.07703950878191e-08	1.68359493928487e-06
ENSG00000040731.6	CDH10	1.86162191738313	0.00171238682876212	0.0165798499067497
ENSG00000138678.6	AGPAT9	-1.86151074546747	4.770163235101e-06	0.000141157008254667
ENSG00000130052.9	STARD8	-1.86136411550416	0.00117760605265536	0.0126397074498754
ENSG00000170561.8	IRX2	1.86127904291609	0.00158612466720647	0.015778988833924
ENSG00000164221.8	CCDC112	1.86063472129298	0.000877386015808868	0.0100958214451401
ENSG00000158008.5	EXTL1	-1.8606272161913	2.79025353982915e-06	8.71553332699508e-05
ENSG00000122420.5	PTGFR	1.86020991468918	9.99527648100278e-09	6.29239316690156e-07
ENSG00000123977.5	WDR69	1.86017597816397	0.00199627033807513	0.0186107872747981
ENSG00000131941.3	RHPN2	1.86007691220775	0.000628450306446788	0.00772766383605948
ENSG00000171241.4	SHCBP1	1.85860663790432	0.00114053998118028	0.0123318994649499
ENSG00000005059.11	CCDC109B	1.85841213262749	6.6006984321566e-11	7.03427372132767e-09
ENSG00000182175.9	RGMA	-1.8561698226035	6.8954370160074e-13	1.11316931233664e-10
ENSG00000137642.8	SORL1	-1.85554259007775	6.40198537499779e-08	3.19218261588193e-06
ENSG00000064225.8	ST3GAL6	-1.85475800607436	4.93056502785464e-06	0.000145639244165163
ENSG00000025708.8	TYMP	1.85360842877761	2.10543856366659e-08	1.213045080586e-06
ENSG00000215845.6	TSTD1	1.85242266875807	0.000976284874331459	0.0109499453165105
ENSG00000111981.3	ULBP1	1.85123608748374	0.000759715129646834	0.00901721232098685
ENSG00000267959.1	MIR3188	-1.84998510763369	0.00294433537867317	0.0249259544907924
ENSG00000162627.12	SNX7	1.84939555005376	1.82863843430352e-13	3.42712065187573e-11
ENSG00000269113.1	FLJ00388	-1.8487859533937	0.000320182849207236	0.00450911067769483
ENSG00000160951.3	PTGER1	1.84589170157915	0.00303777197597162	0.0255050834542828
ENSG00000167994.7	RAB3IL1	-1.84571069319824	1.90288432611527e-07	8.27374104994921e-06
ENSG00000176115.8	AQP7P4	-1.84498238800059	0.00198123108731092	0.0185229202285577
ENSG00000270022.1	RNU12	-1.84372026295374	0.00265892687056562	0.0231714605155384
ENSG00000092758.11	COL9A3	-1.84294880489134	1.75367642631638e-08	1.02855014860031e-06
ENSG00000151690.10	MFSD6	1.84291257025499	0.00028348651952804	0.0041065780709429
ENSG00000187764.7	SEMA4D	1.84173058429157	0.000439955595879664	0.00577574556426564
ENSG00000144857.10	BOC	-1.84149099319346	2.65956485475648e-13	4.71350053878308e-11
ENSG00000137193.9	PIM1	1.84147334846803	1.34596697026233e-06	4.56190094038563e-05
ENSG00000228510.2	RP11-339B21.8	-1.8412696894155	1.11523093868017e-07	5.28600013231981e-06
ENSG00000169302.10	STK32A	-1.84091025077187	5.65898407563551e-07	2.16088373192592e-05
ENSG00000120658.8	ENOX1	1.83989068592972	1.79640175385196e-05	0.000422659893168199
ENSG00000126787.8	DLGAP5	1.83931745664511	0.00309576325197315	0.0257256451955728
ENSG00000176890.11	TYMS	1.83893403557062	2.66243358198008e-05	0.000581137611167139
ENSG00000187955.7	COL14A1	-1.83880356641758	4.57310182256156e-06	0.000136564881349572
ENSG00000198189.6	HSD17B11	1.83746508461105	3.53123400699271e-05	0.000741013777143066
ENSG00000138639.13	ARHGAP24	1.83669242409306	2.70644081111853e-09	2.01500079567524e-07
ENSG00000150630.2	VEGFC	1.83657820219231	4.17611074093935e-05	0.00084796370648837
ENSG00000067798.9	NAV3	1.83601324256969	0.00301664794980646	0.0253669132653916
ENSG00000019102.7	VSIG2	1.83559222241571	0.00175485453329377	0.016885412917284
ENSG00000229896.1	RP11-456H18.2	1.83558718374804	0.000247031321831076	0.00366374314231683
ENSG00000188312.9	CENPP	1.83490370167152	9.37165814270225e-06	0.000246023166171703
ENSG00000222019.2	AC133919.6	-1.83489093397845	0.00202245969329749	0.0188327842942407
ENSG00000163347.5	CLDN1	1.83487643307391	0.00342058749045134	0.0277338035961259
